Store,Date,Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,day,dayofweek,weekofyear,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_30
10,2012-09-03,1413382.76,0,61.44,3.669,224.5620291,6.833,2012,9,3,0,36,1414343.53,1370251.22,1314557.31,1343637.0,1407616.2728571428,1377900.8346666666
10,2012-10-02,1574287.76,1,52.23,3.409,223.753643,6.833,2012,10,2,1,40,1413382.76,1422794.26,1366053.69,1422546.05,1413777.9214285712,1381753.8463333333
10,2012-10-08,1388973.65,0,86.21,3.494,225.4735085,6.334,2012,10,8,0,41,1574287.76,1283885.55,1354188.43,1399456.99,1435419.8499999999,1387586.0236666666
10,2012-11-05,1300147.07,0,75.13,3.688,225.2351496,6.664,2012,11,5,0,45,1388973.65,1596325.01,1361595.33,1458287.38,1450432.4357142856,1389097.2453333333
10,2012-12-10,1311965.09,0,69.94,3.601,226.9239785,6.034,2012,12,10,0,50,1300147.07,1461129.94,1438383.44,1403198.94,1408121.3014285713,1385017.2793333333
11,2011-05-08,988712.52,0,90.61,3.803,129.1846452,13.503,2011,5,8,6,18,1051944.79,961993.34,903119.03,850936.26,1034145.3914285714,1022816.287586207
11,2011-06-05,1021154.48,0,68.4,4.193,129.0444333,13.736,2011,6,5,6,22,988712.52,1052051.45,1121934.15,1011822.3,1037962.4171428571,1012077.1651724139
11,2011-07-01,910110.24,0,37.64,3.287,127.1917742,14.021,2011,7,1,4,26,1021154.48,1071383.1,1016039.71,951957.31,1033548.5642857143,1012379.7423333335
11,2011-07-10,951244.66,0,70.44,3.827,129.6938,12.89,2011,7,10,6,27,910110.24,970328.68,1117863.33,1075758.55,1010509.5842857143,1014352.2083333334
11,2011-08-04,998362.05,0,64.47,4.003,128.8238065,13.736,2011,8,4,3,31,951244.66,1046068.17,985594.23,1069533.17,1007783.2957142858,1012332.9536666666
11,2011-08-07,943717.38,0,89.9,3.705,129.1125,13.503,2011,8,7,6,31,998362.05,1085248.21,942475.24,1049357.36,1000968.1357142858,1013879.7783333334
11,2011-09-09,922850.57,1,88.0,3.913,129.3686129,13.503,2011,9,9,4,36,943717.38,1051944.79,1005463.49,1100046.37,980749.4457142857,1009478.406
11,2011-09-12,1189646.45,0,42.17,3.644,129.8555333,12.89,2011,9,12,0,37,922850.57,988712.52,961993.34,1077018.27,962307.4142857144,1004588.986
11,2011-10-06,996937.95,0,78.72,3.981,129.0357097,13.736,2011,10,6,3,40,1189646.45,1021154.48,1052051.45,929690.71,991012.2614285714,1009265.289
11,2011-11-02,1086421.57,1,51.3,3.381,127.859129,14.021,2011,11,2,2,44,996937.95,910110.24,1071383.1,967576.95,987552.7571428571,1005828.3416666667
11,2011-11-03,997672.62,0,57.75,3.818,128.3995,14.021,2011,11,3,3,44,1086421.57,951244.66,970328.68,1043240.27,1012740.09,1006141.785
11,2011-11-11,1095091.53,0,48.76,3.824,129.8167097,12.89,2011,11,11,4,45,997672.62,998362.05,1046068.17,918335.68,1019372.6557142857,1008407.8486666667
11,2011-12-08,955913.68,0,91.04,3.701,129.2015806,13.503,2011,12,8,3,49,1095091.53,943717.38,1085248.21,1041238.87,1033191.1528571428,1012658.3346666668
11,2012-01-06,981345.2,0,78.11,4.277,130.9592258,11.627,2012,1,6,4,1,955913.68,922850.57,1051944.79,943506.28,1034933.4814285714,1009747.4483333335
11,2012-02-03,1147636.96,0,52.27,4.178,130.6457931,12.187,2012,2,3,4,5,981345.2,1189646.45,988712.52,903119.03,1043289.8571428572,1011847.7656666667
11,2012-03-02,1058767.95,0,50.58,3.702,130.3496774,12.187,2012,3,2,4,9,1147636.96,996937.95,1021154.48,1121934.15,1037288.5014285714,1015394.3686666668
11,2012-03-08,958667.23,0,88.16,3.76,130.737871,10.926,2012,3,8,3,10,1058767.95,1086421.57,910110.24,1016039.71,1046121.3585714286,1019236.4243333334
11,2012-04-05,1073433.69,0,76.03,4.171,131.136,11.627,2012,4,5,3,14,958667.23,997672.62,951244.66,1117863.33,1027870.7385714286,1021088.031
11,2012-05-10,979825.92,0,81.61,3.966,131.0756667,10.199,2012,5,10,3,19,1073433.69,1095091.53,998362.05,985594.23,1038693.7485714285,1019471.3489999999
11,2012-06-01,945823.65,0,50.43,3.599,130.1575161,12.187,2012,6,1,4,22,979825.92,955913.68,943717.38,942475.24,1022227.2328571427,1018264.2226666666
11,2012-06-04,1128765.71,0,64.05,4.121,131.0375484,11.627,2012,6,4,0,23,945823.65,981345.2,922850.57,1005463.49,1020785.7999999999,1012529.5666666667
11,2012-06-07,1014898.78,0,89.13,3.765,130.7196333,10.926,2012,6,7,3,23,1128765.71,1147636.96,1189646.45,961993.34,1041845.8728571428,1017301.9493333333
11,2012-07-09,955146.04,1,88.52,4.124,130.9325484,10.926,2012,7,9,0,28,1014898.78,1058767.95,996937.95,1052051.45,1022883.2757142858,1019716.0673333333
11,2012-08-06,1086231.47,0,84.83,4.103,130.8896774,11.627,2012,8,6,0,32,955146.04,958667.23,1086421.57,1071383.1,1008080.1457142858,1018038.819
11,2012-09-03,1113208.57,0,54.54,4.25,130.7413793,12.187,2012,9,3,0,36,1086231.47,1073433.69,997672.62,970328.68,1026303.6085714286,1022180.09
11,2012-10-02,1199330.85,1,52.27,3.722,130.3849032,12.187,2012,10,2,1,40,1113208.57,979825.92,1095091.53,1046068.17,1031985.7342857143,1024218.6606666667
11,2012-10-08,984689.9,0,95.91,3.811,130.7561613,10.926,2012,10,8,0,41,1199330.85,945823.65,955913.68,1085248.21,1063343.5814285714,1028483.5856666666
11,2012-11-05,1041995.22,0,77.27,4.186,131.1453333,11.627,2012,11,5,0,45,984689.9,1128765.71,981345.2,1051944.79,1068895.902857143,1028962.293
11,2012-12-10,934917.47,0,71.74,4.468,131.1083333,10.199,2012,12,10,0,50,1041995.22,1014898.78,1147636.96,988712.52,1056500.1185714286,1028826.528
12,2011-05-08,2076231.8,0,75.56,3.595,129.1846452,6.877,2011,5,8,6,18,2036317.54,2048035.74,1772143.94,1765584.48,1966862.6985714287,1933776.823448276
12,2011-06-05,1986380.4,0,47.75,3.744,129.0444333,7.193,2011,6,5,6,22,2076231.8,1953628.82,2461468.35,2142482.14,1970890.7071428574,1969440.1537931035
12,2011-07-01,1744544.39,0,16.94,2.891,127.1917742,7.47,2011,7,1,4,26,1986380.4,2051315.66,2037880.96,2018314.71,1975569.5042857144,1970004.8286666668
12,2011-07-10,2067232.56,0,60.62,3.592,129.6938,6.392,2011,7,10,6,27,1744544.39,1935593.87,2030933.46,1911852.58,1931745.0371428572,1969303.4923333332
12,2011-08-04,1887465.04,0,42.75,3.547,128.8238065,7.193,2011,8,4,3,31,2067232.56,1848186.58,1840686.94,2083379.89,1950550.5642857144,1966795.173
12,2011-08-07,2021699.38,0,77.3,3.563,129.1125,6.877,2011,8,7,6,31,1887465.04,1894960.68,1939964.63,2022705.22,1956161.7728571428,1962433.5173333334
12,2011-09-09,1872921.31,1,70.19,3.619,129.3686129,6.877,2011,9,9,4,36,2021699.38,2036317.54,1864238.64,1967220.53,1974267.3014285713,1966095.0773333334
12,2011-09-12,2462779.06,0,24.82,3.341,129.8555333,6.392,2011,9,12,0,37,1872921.31,2076231.8,2048035.74,1939980.43,1950924.982857143,1959079.7913333331
12,2011-10-06,1997816.98,0,61.39,3.732,129.0357097,7.193,2011,10,6,3,40,2462779.06,1986380.4,1953628.82,1854967.66,2006146.02,1973748.9193333334
12,2011-11-02,1944438.9,1,30.83,3.034,127.859129,7.47,2011,11,2,2,44,1997816.98,1744544.39,2051315.66,1969121.45,2007779.8171428572,1974768.8009999997
12,2011-11-03,1852432.58,0,41.28,3.346,128.3995,7.47,2011,11,3,3,44,1944438.9,2067232.56,1935593.87,2005478.46,2036336.1757142858,1974917.4166666667
12,2011-11-11,2111592.09,0,33.8,3.513,129.8167097,6.392,2011,11,11,4,45,1852432.58,1887465.04,1848186.58,1871924.07,2005650.4642857143,1974832.914
12,2011-12-08,1970341.38,0,75.95,3.606,129.2015806,6.877,2011,12,8,3,49,2111592.09,2021699.38,1894960.68,1898321.33,2037668.6142857145,1979581.9353333332
12,2012-01-06,2035431.39,0,61.11,3.788,130.9592258,5.965,2012,1,6,4,1,1970341.38,1872921.31,2036317.54,1870843.9,2030331.7571428572,1978410.6993333332
12,2012-02-03,1969742.76,0,32.36,3.242,130.6457931,6.104,2012,2,3,4,5,2035431.39,2462779.06,2076231.8,1772143.94,2053547.4828571428,1983860.9433333331
12,2012-03-02,1927780.74,0,31.39,3.077,130.3496774,6.104,2012,3,2,4,9,1969742.76,1997816.98,1986380.4,2461468.35,1983113.7257142856,1986241.6576666667
12,2012-03-08,2044148.23,0,81.99,3.512,130.737871,5.765,2012,3,8,3,10,1927780.74,1944438.9,1744544.39,2037880.96,1973108.5485714285,1988139.5523333333
12,2012-04-05,1995994.51,0,54.41,3.831,131.136,5.965,2012,4,5,3,14,2044148.23,1852432.58,2067232.56,2030933.46,1987352.7385714285,1997206.362
12,2012-05-10,2041918.74,0,61.79,3.815,131.0756667,5.621,2012,5,10,3,19,1995994.51,2111592.09,1887465.04,1840686.94,2007861.5857142857,1981690.5673333334
12,2012-06-01,1865752.78,0,33.8,3.08,130.1575161,6.104,2012,6,1,4,22,2041918.74,1970341.38,2021699.38,1939964.63,1997908.25,1981825.16
12,2012-06-04,2271614.76,0,48.85,3.793,131.0375484,5.965,2012,6,4,0,23,1865752.78,2035431.39,1872921.31,1864238.64,1982967.0214285715,1976319.1373333333
12,2012-06-07,2184980.35,0,79.23,3.63,130.7196333,5.765,2012,6,7,3,23,2271614.76,1969742.76,2462779.06,2048035.74,2016707.5028571428,1990683.3979999998
12,2012-07-09,2165796.31,1,70.65,3.689,130.9325484,5.765,2012,7,9,0,28,2184980.35,1927780.74,1997816.98,1953628.82,2047455.73,1998850.5886666665
12,2012-08-06,2182437.9,0,68.4,3.776,130.8896774,5.965,2012,8,6,0,32,2165796.31,2044148.23,1944438.9,2051315.66,2081457.9542857143,2008902.511
12,2012-09-03,1986445.65,0,38.24,3.38,130.7413793,6.104,2012,9,3,0,36,2182437.9,1995994.51,1852432.58,1935593.87,2101213.621428571,2013382.583
12,2012-10-02,2069284.57,1,33.73,3.116,130.3849032,6.104,2012,10,2,1,40,1986445.65,2041918.74,2111592.09,1848186.58,2099849.4985714285,2014476.4773333333
12,2012-10-08,2041019.92,0,81.69,3.509,130.7561613,5.765,2012,10,8,0,41,2069284.57,1865752.78,1970341.38,1894960.68,2103758.902857143,2015075.4409999999
12,2012-11-05,2080764.17,0,56.47,3.809,131.1453333,5.965,2012,11,5,0,45,2041019.92,2271614.76,2035431.39,2036317.54,2128797.0657142857,2018589.6426666668
12,2012-12-10,1999079.44,0,55.1,3.797,131.1083333,5.621,2012,12,10,0,50,2080764.17,2184980.35,1969742.76,2076231.8,2101532.695714286,2026342.229
13,2011-05-08,2066020.69,0,78.22,3.842,186.3734038,8.625,2011,5,8,6,18,2174056.71,2074668.19,2191767.76,1855703.66,2037100.5557142857,2165885.2337931036
13,2011-06-05,2095599.93,0,58.21,4.046,185.9374378,8.521,2011,6,5,6,22,2066020.69,1750891.47,2600519.26,2495630.51,2035865.1985714284,2165376.837931034
13,2011-07-01,1864746.1,0,34.32,3.193,182.5983058,8.549,2011,7,1,4,26,2095599.93,2143080.57,2249570.04,2334788.42,2085109.2642857141,2163050.941
13,2011-07-10,2078796.76,0,55.82,3.583,187.4837962,8.523,2011,7,10,6,27,1864746.1,2079899.47,1704218.84,2182563.66,2045347.1971428574,2163352.3556666668
13,2011-08-04,2037798.88,0,48.71,3.72,185.3636656,8.521,2011,8,4,3,31,2078796.76,1995891.87,2156035.06,2258489.63,2045189.667142857,2149457.8973333333
13,2011-08-07,2063401.06,0,77.49,3.711,186.032016,8.625,2011,8,7,6,31,2037798.88,2041215.61,2092189.06,2363601.47,2051176.3828571427,2139558.2460000003
13,2011-09-09,2202742.9,1,71.48,3.738,186.6737376,8.625,2011,9,9,4,36,2063401.06,2174056.71,1869110.55,2623469.95,2054345.732857143,2135586.1593333334
13,2011-09-12,2470581.29,0,46.57,3.415,188.6544692,8.523,2011,9,12,0,37,2202742.9,2066020.69,2074668.19,2237544.75,2058443.76,2133727.935
13,2011-10-06,2132446.0,0,73.88,3.881,185.6486923,8.521,2011,10,6,3,40,2470581.29,2095599.93,1750891.47,2078417.47,2116238.1314285714,2137293.929
13,2011-11-02,1980405.03,1,30.3,3.239,183.7016129,8.549,2011,11,2,2,44,2132446.0,1864746.1,2143080.57,2219813.5,2121501.8557142857,2120926.464
13,2011-11-03,1931104.67,0,45.01,3.582,184.613419,8.549,2011,11,3,3,44,1980405.03,2078796.76,2079899.47,2370116.52,2138024.56,2112355.14
13,2011-11-11,2081534.65,0,47.65,3.53,188.0632345,8.523,2011,11,11,4,45,1931104.67,2037798.88,1995891.87,2091663.2,2116925.69,2107444.7133333334
13,2011-12-08,1928773.82,0,77.0,3.812,186.4512115,8.625,2011,12,8,3,49,2081534.65,2063401.06,2041215.61,2258781.28,2123173.657142857,2102835.4183333335
13,2012-01-06,2049485.49,0,74.48,3.742,191.0091712,8.567,2012,1,6,4,1,1928773.82,2202742.9,2174056.71,2236209.13,2103941.194285714,2088123.995
13,2012-02-03,1926004.99,0,41.55,3.816,190.1714927,8.424,2012,2,3,4,5,2049485.49,2470581.29,2066020.69,2191767.76,2082047.2785714285,2086718.0713333332
13,2012-03-02,1877410.36,0,42.96,3.617,189.6122277,8.424,2012,3,2,4,9,1926004.99,2132446.0,2095599.93,2600519.26,2004250.6642857143,2075625.5283333333
13,2012-03-08,1656886.46,0,76.58,3.654,191.16409,8.684,2012,3,8,3,10,1877410.36,1980405.03,1864746.1,2249570.04,1967817.0014285713,2063665.5693333333
13,2012-04-05,1949354.29,0,55.21,3.951,190.9222115,8.567,2012,4,5,3,14,1656886.46,1931104.67,2078796.76,1704218.84,1921600.0628571429,2045836.1926666668
13,2012-05-10,1687592.16,0,64.89,3.985,192.1704115,8.667,2012,5,10,3,19,1949354.29,2081534.65,2037798.88,2156035.06,1924207.1514285712,2024130.6936666665
13,2012-06-01,1859144.96,0,35.88,3.422,189.1940558,8.424,2012,6,1,4,22,1687592.16,1928773.82,2063401.06,2092189.06,1867929.652857143,2005398.0976666666
13,2012-06-04,2376022.26,0,49.73,3.996,190.6851712,8.567,2012,6,4,0,23,1859144.96,2049485.49,2202742.9,1869110.55,1857982.672857143,2010562.3016666668
13,2012-06-07,1862128.95,0,82.99,3.475,191.1338827,8.684,2012,6,7,3,23,2376022.26,1926004.99,2470581.29,2074668.19,1904630.7828571429,2017895.2083333333
13,2012-07-09,1904512.34,1,75.7,3.911,191.5776756,8.684,2012,7,9,0,28,1862128.95,1877410.36,2132446.0,1750891.47,1895505.6342857142,2010226.5379999997
13,2012-08-06,2099615.88,0,64.3,3.689,191.0155329,8.567,2012,8,6,0,32,1904512.34,1656886.46,1980405.03,2143080.57,1899377.3457142857,2011406.5976666666
13,2012-09-03,2020839.31,0,45.52,3.848,190.3359973,8.424,2012,9,3,0,36,2099615.88,1949354.29,1931104.67,2079899.47,1962624.4057142858,2012238.1873333335
13,2012-10-02,2077256.24,1,37.0,3.64,189.7076048,8.424,2012,10,2,1,40,2020839.31,1687592.16,2081534.65,1995891.87,1972836.5514285713,2021236.4486666666
13,2012-10-08,1648570.03,0,78.65,3.722,191.1626135,8.684,2012,10,8,0,41,2077256.24,1859144.96,1928773.82,2041215.61,2028502.8485714286,2019042.3043333334
13,2012-11-05,1987531.05,0,61.24,3.889,190.9764167,8.567,2012,11,5,0,45,1648570.03,2376022.26,2049485.49,2174056.71,1998420.7157142856,2004664.6563333333
13,2012-12-10,1639585.61,0,54.47,4.0,192.3272654,8.667,2012,12,10,0,50,1987531.05,1862128.95,1926004.99,2066020.69,1942921.9714285713,2004385.9623333332
14,2011-05-08,607961.21,0,73.63,4.02,136.0540323,7.806,2011,5,8,6,18,615121.78,674669.16,641965.2,566945.95,637614.4014285716,695797.1072413793
14,2011-06-05,630522.67,0,49.87,4.192,134.5143667,7.658,2011,6,5,6,22,607961.21,649159.68,847294.04,718470.71,628084.6942857143,648225.733448276
14,2011-07-01,509640.77,0,30.53,3.351,132.8823226,7.771,2011,7,1,4,26,630522.67,699028.66,619337.29,709337.11,625422.2642857142,647635.6313333333
14,2011-07-10,579068.88,0,51.24,3.775,136.472,7.866,2011,7,10,6,27,509640.77,695396.19,682447.1,638647.21,598366.8514285714,645725.4586666666
14,2011-08-04,587370.81,0,40.94,3.895,134.1777742,7.658,2011,8,4,3,31,579068.88,556550.85,604173.59,754134.95,581748.6642857144,641078.731
14,2011-08-07,635118.48,0,73.47,3.886,135.6283333,7.806,2011,8,7,6,31,587370.81,573374.49,619639.74,693192.5,586151.5157142858,637013.1876666666
14,2011-09-09,607593.51,1,67.59,3.93,136.2745806,7.806,2011,9,9,4,36,635118.48,615121.78,542556.05,652122.44,594972.0857142857,636895.5633333334
14,2011-09-12,764565.55,0,38.53,3.627,136.5030667,7.866,2011,9,12,0,37,607593.51,607961.21,674669.16,605325.43,593896.6185714286,632010.8486666667
14,2011-10-06,642679.81,0,69.86,4.025,134.9425484,7.658,2011,10,6,3,40,764565.55,630522.67,649159.68,612987.64,616268.6671428571,634389.9503333333
14,2011-11-02,582864.35,1,21.64,3.416,133.260871,7.771,2011,11,2,2,44,642679.81,509640.77,699028.66,639651.24,618005.4014285716,634075.196
14,2011-11-03,537035.28,0,34.27,3.752,133.7361429,7.771,2011,11,3,3,44,582864.35,579068.88,695396.19,661348.88,628465.9128571429,633326.4933333334
14,2011-11-11,618949.82,0,47.13,3.719,136.4618065,7.866,2011,11,11,4,45,537035.28,587370.81,556550.85,591603.79,622461.1128571428,630794.748
14,2011-12-08,590836.37,0,70.63,3.995,136.144129,7.806,2011,12,8,3,49,618949.82,635118.48,573374.49,634605.77,626972.4,630104.7006666667
14,2012-01-06,663971.26,0,67.61,3.915,138.1138065,8.15,2012,1,6,4,1,590836.37,607593.51,615121.78,691497.62,620646.3842857142,627754.2836666666
14,2012-02-03,541292.64,0,33.24,3.983,137.4238966,7.943,2012,2,3,4,5,663971.26,764565.55,607961.21,641965.2,628700.3485714287,630166.5326666667
14,2012-03-02,523831.64,0,35.3,3.796,137.0632581,7.943,2012,3,2,4,9,541292.64,642679.81,630522.67,847294.04,596804.2185714286,627056.0950000001
14,2012-03-08,590739.62,0,73.13,3.819,138.1735806,8.193,2012,3,8,3,10,523831.64,582864.35,509640.77,619337.29,579825.9085714285,621467.229
14,2012-04-05,577868.38,0,51.04,4.124,138.0332,8.15,2012,4,5,3,14,590739.62,537035.28,579068.88,682447.1,580950.9471428571,619759.7096666667
14,2012-05-10,573498.64,0,59.57,4.151,138.8256,7.992,2012,5,10,3,19,577868.38,618949.82,587370.81,604173.59,586784.2471428572,610778.8543333334
14,2012-06-01,516087.65,0,30.24,3.585,136.698129,7.943,2012,6,1,4,22,573498.64,590836.37,635118.48,619639.74,580291.2214285715,609250.8993333332
14,2012-06-04,659950.36,0,40.01,4.143,137.7970968,8.15,2012,6,4,0,23,516087.65,663971.26,607593.51,542556.05,569612.8328571429,603705.5843333334
14,2012-06-07,678024.75,0,74.64,3.646,138.2296333,8.193,2012,6,7,3,23,659950.36,541292.64,764565.55,674669.16,569038.4185714286,605564.81
14,2012-07-09,587259.82,1,71.61,4.076,138.4729355,8.193,2012,7,9,0,28,678024.75,523831.64,642679.81,649159.68,588571.5771428571,607510.977
14,2012-08-06,611390.67,0,59.35,3.871,138.1174194,8.15,2012,8,6,0,32,587259.82,590739.62,582864.35,699028.66,597632.7457142856,609001.1026666667
14,2012-09-03,545120.67,0,36.97,4.021,137.5066897,7.943,2012,9,3,0,36,611390.67,577868.38,537035.28,695396.19,600582.8957142857,606891.8196666667
14,2012-10-02,628218.22,1,31.91,3.826,137.1666774,7.943,2012,10,2,1,40,545120.67,573498.64,618949.82,556550.85,595904.6514285714,603423.8526666667
14,2012-10-08,590453.63,0,73.99,3.863,138.1437742,8.193,2012,10,8,0,41,628218.22,516087.65,590836.37,573374.49,603721.7342857142,601063.5046666667
14,2012-11-05,579539.95,0,54.23,4.055,138.0882667,8.15,2012,11,5,0,45,590453.63,659950.36,663971.26,615121.78,614345.4457142857,597565.4193333334
14,2012-12-10,551799.63,0,49.12,4.186,138.9117,7.992,2012,12,10,0,50,579539.95,678024.75,541292.64,607961.21,602858.2442857142,598331.7226666666
15,2011-05-08,592981.33,0,63.96,3.554,193.9110133,6.338,2011,5,8,6,18,511059.95,608737.56,537518.57,463977.54,532324.03,508810.0989655173
15,2011-06-05,423805.22,0,38.64,3.735,192.7252006,6.339,2011,6,5,6,22,592981.33,580805.33,570103.64,490503.69,530073.14,509273.5948275862
15,2011-07-01,573545.96,0,12.39,2.882,191.3683815,6.614,2011,7,1,4,26,423805.22,530492.84,535587.31,610641.42,507644.5528571429,506424.649
15,2011-07-10,482926.93,0,48.91,3.498,194.9459724,6.232,2011,7,10,6,27,573545.96,531080.31,472044.28,542087.89,513794.9985714286,510076.92966666666
15,2011-08-04,439276.5,0,38.04,3.532,192.3418571,6.339,2011,8,4,3,31,482926.93,479263.15,445393.74,512260.59,506915.94428571424,509824.37100000004
15,2011-08-07,634634.66,0,65.0,3.54,193.1878448,6.338,2011,8,7,6,31,439276.5,484829.07,453632.76,516295.81,501203.5657142857,504112.20700000005
15,2011-09-09,574622.56,1,56.99,3.566,194.6387853,6.338,2011,9,9,4,36,634634.66,511059.95,459756.11,477409.3,522604.3642857143,507197.0993333334
15,2011-09-12,574798.86,0,14.44,3.331,195.8742575,6.232,2011,9,12,0,37,574622.56,592981.33,608737.56,444181.85,531684.737142857,509275.83166666667
15,2011-10-06,600952.06,0,55.78,3.735,192.8470612,6.339,2011,10,6,3,40,574798.86,423805.22,580805.33,446905.02,529087.2414285714,511225.93333333335
15,2011-11-02,466806.89,1,15.02,3.037,191.8572881,6.614,2011,11,2,2,44,600952.06,573545.96,530492.84,586936.45,554393.9328571429,515344.0253333334
15,2011-11-03,457504.35,0,29.36,3.372,192.058484,6.614,2011,11,3,3,44,466806.89,482926.93,531080.31,403217.22,539145.4942857142,516098.1933333333
15,2011-11-11,513181.31,0,29.56,3.505,195.6376941,6.232,2011,11,11,4,45,457504.35,439276.5,479263.15,442894.2,535513.6971428572,516451.5043333333
15,2011-12-08,563884.47,0,67.09,3.542,194.1105017,6.338,2011,12,8,3,49,513181.31,634634.66,484829.07,424083.99,546071.5271428572,513992.99966666667
15,2012-01-06,532311.93,0,58.97,3.764,197.6218954,6.169,2012,1,6,4,1,563884.47,574622.56,511059.95,614253.33,535964.3571428572,519348.5746666667
15,2012-02-03,464189.09,0,23.4,3.191,196.9565303,6.162,2012,2,3,4,5,532311.93,574798.86,592981.33,537518.57,529919.9814285714,522329.1656666667
15,2012-03-02,475905.1,0,25.53,3.031,196.8728921,6.162,2012,3,2,4,9,464189.09,600952.06,423805.22,570103.64,514118.5857142857,523666.00233333337
15,2012-03-08,584000.71,0,68.59,3.528,198.0293893,6.061,2012,3,8,3,10,475905.1,466806.89,573545.96,535587.31,496254.7342857143,519054.3946666667
15,2012-04-05,426959.62,0,51.34,3.903,197.6063534,6.169,2012,4,5,3,14,584000.71,457504.35,482926.93,472044.28,512996.70857142855,520603.7993333333
15,2012-05-10,471281.68,0,50.46,3.779,198.8221322,5.847,2012,5,10,3,19,426959.62,513181.31,439276.5,445393.74,508633.1757142857,515832.332
15,2012-06-01,564538.07,0,26.49,3.095,196.5458309,6.162,2012,6,1,4,22,471281.68,563884.47,634634.66,453632.76,502647.51428571425,513688.811
15,2012-06-04,502662.07,0,48.93,3.854,197.5971285,6.169,2012,6,4,0,23,564538.07,532311.93,574622.56,459756.11,502740.8857142857,516771.9373333333
15,2012-06-07,641763.53,0,70.49,3.646,197.8322195,6.061,2012,6,7,3,23,502662.07,464189.09,574798.86,608737.56,498505.1914285714,518680.88166666665
15,2012-07-09,537138.58,1,60.09,3.596,198.0950484,6.061,2012,7,9,0,28,641763.53,475905.1,600952.06,580805.33,523872.9685714286,524951.9073333333
15,2012-08-06,603618.89,0,65.43,3.741,197.6551863,6.169,2012,8,6,0,32,537138.58,584000.71,466806.89,530492.84,532620.6085714286,527531.323
15,2012-09-03,495951.66,0,28.16,3.286,196.9631599,6.162,2012,9,3,0,36,603618.89,426959.62,457504.35,531080.31,535423.2057142857,527360.7006666666
15,2012-10-02,473766.97,1,23.69,3.103,196.9195056,6.162,2012,10,2,1,40,495951.66,471281.68,513181.31,479263.15,545279.2114285714,524532.245
15,2012-10-08,554036.84,0,70.24,3.509,198.0795651,6.061,2012,10,8,0,41,473766.97,564538.07,563884.47,484829.07,545634.2528571428,522641.3826666667
15,2012-11-05,479855.0,0,53.57,3.87,197.5481609,6.169,2012,11,5,0,45,554036.84,502662.07,532311.93,511059.95,544134.0771428571,523406.6003333333
15,2012-12-10,491817.19,0,43.26,3.76,199.0539368,5.847,2012,12,10,0,50,479855.0,641763.53,464189.09,592981.33,540875.9242857143,523426.3286666667
16,2011-05-08,866184.92,0,65.71,3.595,129.1846452,6.745,2011,5,8,6,18,927657.63,940554.34,1200888.28,829207.27,884088.7971428571,850813.1772413793
16,2011-06-05,882132.28,0,45.66,3.744,129.0444333,6.774,2011,6,5,6,22,866184.92,847380.07,962475.55,848521.17,873464.5942857143,864134.8986206898
16,2011-07-01,1083071.14,0,6.23,2.891,127.1917742,6.866,2011,7,1,4,26,882132.28,945267.68,845252.21,958875.37,878429.1957142857,864734.8113333334
16,2011-07-10,918006.9,0,54.4,3.592,129.6938,6.617,2011,7,10,6,27,1083071.14,895020.48,841951.91,834373.73,898115.4042857143,873196.9403333333
16,2011-08-04,811855.72,0,39.16,3.547,128.8238065,6.774,2011,8,4,3,31,918006.9,816603.05,763961.82,926573.81,901399.1785714285,875513.1313333333
16,2011-08-07,915064.22,0,70.6,3.563,129.1125,6.745,2011,8,7,6,31,811855.72,816138.33,855459.96,876902.87,900720.9885714286,870612.4763333333
16,2011-09-09,1161900.18,1,61.94,3.619,129.3686129,6.745,2011,9,9,4,36,915064.22,927657.63,795859.23,789036.02,914853.2585714285,873302.1593333333
16,2011-09-12,976522.93,0,17.56,3.341,129.8555333,6.617,2011,9,12,0,37,1161900.18,866184.92,940554.34,783300.05,948316.4799999999,881146.3716666666
16,2011-10-06,881190.46,0,54.57,3.732,129.0357097,6.774,2011,10,6,3,40,976522.93,882132.28,847380.07,818434.49,964079.0528571429,884467.0403333332
16,2011-11-02,813211.46,1,14.19,3.034,127.859129,6.866,2011,11,2,2,44,881190.46,1083071.14,945267.68,795301.17,963944.5071428571,887538.855
16,2011-11-03,779602.36,0,32.42,3.346,128.3995,6.866,2011,11,3,3,44,813211.46,918006.9,895020.48,843848.65,925393.1242857144,888535.902
16,2011-11-11,914759.2,0,27.61,3.513,129.8167097,6.617,2011,11,11,4,45,779602.36,811855.72,816603.05,827738.06,905621.0471428571,887241.4976666666
16,2011-12-08,800819.79,0,64.79,3.606,129.2015806,6.745,2011,12,8,3,49,914759.2,915064.22,816138.33,770228.02,920321.5442857143,891223.4319999999
16,2012-01-06,938914.28,0,54.13,3.788,130.9592258,6.235,2012,1,6,4,1,800819.79,1161900.18,927657.63,836915.92,904000.9114285714,889789.1366666667
16,2012-02-03,856178.47,0,26.28,3.242,130.6457931,6.403,2012,2,3,4,5,938914.28,976522.93,866184.92,1200888.28,872145.7828571427,893495.0106666667
16,2012-03-02,864852.85,0,26.26,3.077,130.3496774,6.403,2012,3,2,4,9,856178.47,881190.46,882132.28,962475.55,854953.717142857,896360.0256666668
